ctry,isic,year,rca
grc,c36t37,2000,0.3612832
rus,c15t16,1995,0.3615007
prt,c01t05,1995,0.3618621
chl,c25,2005,0.3623005
gbr,c01t05,1995,0.3623397
pol,c90t93,2005,0.3625444
deu,c20,1995,0.3626023
aus,c24,2005,0.3629376
ind,c10t14,2000,0.3632216
aus,c70,1995,0.3632496
ind,c23,1995,0.3637328
deu,c01t05,2000,0.3642207
che,c45,2008,0.3652527
ind,c10t14,2008,0.3653338
tha,c34,2000,0.3654459
gbr,c01t05,2005,0.3654999
nzl,c73t74,2005,0.366011
usa,c17t19,2000,0.366067
aut,c303233,2005,0.3663382
arg,c31,2005,0.366371
hun,c17t19,2008,0.366437
ita,c303233,2005,0.3665339
mex,c21t22,1995,0.3666539
irl,c60t63,2005,0.3666846
mys,c73t74,2008,0.3668788
dnk,c10t14,2008,0.3670034
esp,c70,2005,0.367006
sau,c50t52,2005,0.3671747
nor,c20,2000,0.3673766
nzl,c26,2008,0.3674294
tur,c24,2008,0.3682353
gbr,c40t41,1995,0.3683533
can,c64,1995,0.3683717
chl,c73t74,2008,0.368552
tha,c21t22,1995,0.3686176
est,c90t93,1995,0.3690407
isl,c45,2005,0.3693291
usa,c17t19,1995,0.369412
che,c27,2005,0.3701994
lux,c17t19,2008,0.3703303
svn,c01t05,1995,0.3703453
rus,c26,2008,0.3707938
cyp,c23,1995,0.3708842
jpn,c73t74,2000,0.3710284
kor,c21t22,2008,0.371195
deu,c65t67,2005,0.3712207
isr,c21t22,2008,0.3714074
nzl,c73t74,2000,0.3714565
tha,c34,2005,0.3717092
aus,c73t74,2005,0.3718289
gbr,c40t41,2005,0.3718307
kor,c90t93,2005,0.3720712
chn,c10t14,1995,0.3723545
nld,c34,2005,0.3728728
est,c65t67,2005,0.3730406
tha,c27,2008,0.3731362
est,c29,2005,0.373422
idn,c34,2008,0.373703
can,c303233,2000,0.3740832
nor,c29,1995,0.3745455
dnk,c27,1995,0.3746249
grc,c75,2008,0.374983
ltu,c29,2000,0.3751013
phl,c29,2000,0.3759737
bra,c60t63,2000,0.3760871
fra,c303233,2008,0.3763582
mex,c21t22,2005,0.3764644
zaf,c29,2000,0.3764891
usa,c27,2000,0.3765921
nzl,c73t74,1995,0.3769385
row,c29,1995,0.3769433
aus,c20,2008,0.3775666
est,c34,2008,0.3778789
usa,c20,2008,0.3781018
prt,c303233,2000,0.3784108
che,c60t63,2008,0.3786317
usa,c20,2005,0.3790284
can,c70,2000,0.3790506
vnm,c35,2008,0.379461
cze,c70,1995,0.3794958
mys,c27,2000,0.3797386
svn,c50t52,2005,0.3798207
fin,c45,2008,0.3807888
swe,c15t16,2000,0.380823
aus,c17t19,2005,0.3808269
aus,c24,1995,0.3812136
esp,c36t37,2008,0.3814973
tur,c29,2000,0.381662
chl,c65t67,1995,0.3819644
nld,c71,2008,0.3820038
arg,c25,2008,0.3821816
bra,c64,2005,0.3823227
rou,c21t22,2000,0.3823687
nor,c31,2008,0.3826299
mlt,c85,1995,0.3834732
svn,c90t93,2000,0.383762
tur,c20,2008,0.3837991
brn,c50t52,2008,0.383936
tha,c21t22,2000,0.3841608
est,c65t67,1995,0.3841646
ind,c29,2008,0.3842573
esp,c50t52,2008,0.3844853
cze,c50t52,2000,0.3845678
rou,c15t16,2005,0.384616
aus,c65t67,2000,0.3850069
dnk,c34,2000,0.3852228
chn,c29,2000,0.3857986
lux,c01t05,2000,0.3860015
aut,c23,2000,0.3860409
aut,c23,2005,0.3863125
row,c28,2005,0.38633
nzl,c10t14,2000,0.3865951
aut,c01t05,2005,0.3866778
arg,c26,1995,0.3869009
rou,c60t63,2000,0.3872153
svn,c303233,2000,0.3872543
nzl,c36t37,2000,0.3874063
mex,c60t63,1995,0.3875022
lux,c15t16,2005,0.387606
lva,c35,2005,0.3877187
grc,c25,2000,0.3881036
mys,c73t74,2005,0.3882492
mys,c40t41,2005,0.3882913
che,c35,2005,0.3886176
tur,c24,1995,0.3887954
twn,c26,2005,0.3889172
chl,c25,2000,0.3898593
row,c29,2005,0.3899799
isr,c15t16,2005,0.3901903
lux,c73t74,2000,0.390549
aus,c28,2000,0.3905625
swe,c80,2005,0.3908619
est,c85,2008,0.3911065
fin,c55,2000,0.3911814
rou,c15t16,2008,0.3911884
nld,c31,2000,0.3912611
mlt,c45,1995,0.3915097
usa,c36t37,1995,0.3918402
deu,c17t19,2000,0.3922519
che,c45,2005,0.3922877
sau,c40t41,2008,0.3924047
svk,c80,2005,0.3926844
chl,c25,2008,0.3928556
brn,c60t63,2008,0.3931314
mex,c21t22,2008,0.3932481
esp,c20,1995,0.3933498
bra,c29,2000,0.3934478
nld,c31,2005,0.3935179
chn,c60t63,2000,0.3938631
nzl,c36t37,2008,0.3941395
usa,c80,2008,0.3941541
hun,c21t22,2000,0.3944068
lva,c71,2000,0.3946269
aus,c36t37,2000,0.3949237
kor,c21t22,2000,0.3951197
fin,c90t93,2005,0.395444
rus,c26,1995,0.3955254
ita,c40t41,2000,0.396052
bgr,c72,2005,0.3963126
arg,c28,1995,0.3963549
chl,c73t74,2005,0.3963827
che,c60t63,2005,0.3964396
idn,c60t63,1995,0.396701
twn,c50t52,1995,0.3967301
irl,c60t63,2000,0.3971422
grc,c40t41,2008,0.3972239
che,c20,1995,0.3972624
kor,c73t74,2005,0.3976601
can,c29,1995,0.3978251
svk,c31,1995,0.3979995
ita,c40t41,1995,0.3980952
hun,c36t37,2000,0.3980989
tur,c303233,2008,0.3982396
ind,c21t22,2000,0.3985585
pol,c72,2005,0.3988922
brn,c50t52,1995,0.3992716
aus,c21t22,2000,0.3994702
pol,c29,1995,0.3998428
gbr,c17t19,2008,0.400932
ita,c65t67,2005,0.4009877
bel,c90t93,1995,0.4010079
lux,c15t16,2000,0.4010401
esp,c20,2005,0.4010695
ita,c303233,1995,0.4013996
idn,c75,2000,0.40205
fra,c20,2005,0.402098
irl,c23,1995,0.4021927
svk,c72,2000,0.402218
svn,c01t05,2000,0.4022331
kor,c26,2000,0.4028448
phl,c34,2008,0.4030173
idn,c64,1995,0.4032215
swe,c90t93,2005,0.4033803
twn,c01t05,2000,0.4034094
grc,c65t67,1995,0.40347
gbr,c45,2000,0.4036231
idn,c24,2005,0.4039208
svk,c80,2008,0.4042269
zaf,c25,2005,0.4043303
hun,c55,2008,0.4044385
aus,c65t67,1995,0.4044602
brn,c65t67,2008,0.4045122
isl,c45,1995,0.4047517
isr,c70,1995,0.4053326
nzl,c10t14,1995,0.40542
mlt,c70,2008,0.4057958
fra,c72,1995,0.4061378
dnk,c303233,1995,0.4064697
row,c23,2008,0.4066977
phl,c73t74,2008,0.4067034
rou,c34,1995,0.4067394
hkg,c24,1995,0.4068098
hkg,c45,1995,0.4070681
hkg,c24,2008,0.4070885
bgr,c29,2000,0.4071681
usa,c40t41,1995,0.4075877
row,c27,2005,0.4078344
arg,c20,2008,0.4080156
nzl,c36t37,1995,0.4083068
arg,c28,2005,0.4088839
fra,c20,1995,0.409072
hkg,c70,2005,0.409094
isl,c90t93,2000,0.4093509
vnm,c60t63,2000,0.4094626
ltu,c85,2000,0.4095126
arg,c31,2008,0.4096737
kor,c65t67,2008,0.409783
brn,c50t52,2005,0.4099713
aus,c21t22,2005,0.4100416
rus,c34,2000,0.4104642
jpn,c55,2000,0.4108147
mex,c64,2008,0.4108189
kor,c26,2005,0.4117362
can,c31,2005,0.4118236
bel,c01t05,1995,0.4125941
prt,c70,2000,0.4129551
can,c50t52,2005,0.4131249
chl,c27,2000,0.414032
mlt,c34,1995,0.4141406
fra,c72,2008,0.4156793
ltu,c73t74,2000,0.4156966
usa,c20,2000,0.4159652
mex,c29,2008,0.4161563
zaf,c28,1995,0.4162375
isr,c17t19,2005,0.4163315
bra,c36t37,2005,0.4163377
aus,c24,2000,0.4166594
nld,c303233,2005,0.4176497
mys,c17t19,1995,0.4176749
can,c65t67,2000,0.4181969
che,c27,2000,0.4185569
isl,c26,2000,0.4187419
idn,c31,2005,0.4191782
nld,c36t37,2005,0.4192622
est,c65t67,2000,0.4193172
mlt,c50t52,2000,0.4194939
zaf,c31,2008,0.4195669
zaf,c60t63,1995,0.4203379
grc,c25,2008,0.4203846
row,c28,1995,0.4204588
nld,c34,2000,0.42058
chn,c23,1995,0.4205896
ltu,c303233,2000,0.4207887
nld,c303233,2000,0.4212932
ind,c10t14,1995,0.421552
fin,c15t16,1995,0.4221025
hkg,c45,2000,0.4236678
jpn,c55,2005,0.4240193
chl,c28,1995,0.4242538
vnm,c26,2000,0.424542
gbr,c45,1995,0.4248372
ltu,c90t93,1995,0.4250697
lva,c80,1995,0.4252115
esp,c40t41,2000,0.4252444
nld,c55,2008,0.42525
ita,c20,1995,0.4254028
ind,c20,2005,0.4257632
fra,c20,2000,0.4260952
arg,c21t22,1995,0.4264981
tha,c34,2008,0.4265504
can,c303233,2008,0.4267957
hkg,c28,2000,0.4269072
lux,c20,2008,0.4269219
chn,c35,1995,0.427142
hun,c36t37,1995,0.4272791
chl,c90t93,2000,0.4273789
bra,c23,2000,0.4274482
cze,c23,2000,0.4279619
pol,c85,2005,0.4282086
prt,c24,1995,0.4282392
isl,c36t37,2008,0.4284402
arg,c28,2000,0.4284509
kor,c21t22,2005,0.428468
irl,c17t19,1995,0.428521
hun,c21t22,2005,0.4286436
idn,c50t52,2000,0.4288228
mys,c28,1995,0.4293512
phl,c60t63,2005,0.4301108
cyp,c21t22,2000,0.4305764
aus,c23,2005,0.4307545
bra,c73t74,1995,0.4308205
gbr,c303233,2005,0.4308821
chn,c72,2008,0.4312053
chl,c24,2000,0.4314011
nzl,c24,1995,0.4317318
vnm,c70,2005,0.4321257
tha,c26,1995,0.4321282
bel,c01t05,2000,0.4326287
swe,c15t16,2008,0.4326491
twn,c34,2000,0.4334879
kor,c64,2005,0.4335217
aut,c35,2005,0.4335675
isl,c45,2000,0.4336089
aus,c36t37,1995,0.4339992
aut,c01t05,2000,0.4342314
lva,c31,2005,0.4350625
esp,c20,2000,0.4350973
fra,c20,2008,0.4351622
aut,c303233,2000,0.4361822
svn,c15t16,2005,0.4363722
lva,c35,1995,0.4370093
est,c303233,1995,0.4375679
phl,c25,2005,0.4379601
jpn,c65t67,1995,0.438166
bgr,c35,2005,0.4387989
row,c303233,2000,0.4388351
cze,c01t05,2008,0.4388529
row,c60t63,2008,0.4394946
esp,c20,2008,0.4397742
usa,c80,2000,0.4399713
est,c29,2008,0.4400499
grc,c25,2005,0.4402556
usa,c73t74,1995,0.4408633
mlt,c28,2005,0.4413093
deu,c75,2005,0.4421459
zaf,c25,2000,0.442643
twn,c15t16,1995,0.4426828
nzl,c24,2005,0.4427809
tur,c303233,2005,0.4428339
che,c60t63,1995,0.4432588
svk,c64,2005,0.4434725
gbr,c36t37,2000,0.4435135
est,c90t93,2000,0.4435183
fin,c90t93,1995,0.4436268
isl,c26,1995,0.4438761
cyp,c26,2008,0.4441001
bgr,c73t74,2005,0.4441676
nor,c28,1995,0.4444017
phl,c65t67,2008,0.4445745
lux,c21t22,2000,0.4447615
row,c27,1995,0.4449753
gbr,c71,1995,0.4451402
jpn,c85,2005,0.4451882
jpn,c23,1995,0.4452575
mex,c24,2005,0.4453253
isr,c90t93,2008,0.4453698
bel,c75,2000,0.4458199
idn,c50t52,1995,0.4459731
idn,c70,2000,0.4460411
dnk,c23,2000,0.4464179
ita,c65t67,2000,0.4465805
usa,c27,2005,0.4468049
vnm,c36t37,1995,0.4470581
lva,c25,1995,0.4478182
aut,c15t16,1995,0.4482779
prt,c24,2000,0.4487602
swe,c15t16,2005,0.4487682
mex,c64,2005,0.4499549
ita,c20,2005,0.4500195
nor,c24,2000,0.4502455
twn,c72,1995,0.4502481
nld,c34,2008,0.4513864
nzl,c24,2000,0.4514153
prt,c303233,1995,0.4519179
est,c24,2005,0.4524651
svn,c303233,1995,0.4530409
phl,c31,1995,0.4532777
twn,c26,2008,0.4533035
svk,c24,2005,0.4534818
row,c29,2000,0.4535041
fin,c65t67,2008,0.4537339
svk,c60t63,2008,0.453826
brn,c55,2008,0.4538425
mys,c28,2005,0.4540018
lva,c21t22,2000,0.45431
nld,c27,2008,0.4544512
jpn,c25,2000,0.4544745
ita,c40t41,2005,0.4545226
ltu,c303233,1995,0.4553128
tur,c25,1995,0.4554313
twn,c90t93,2005,0.4557894
irl,c60t63,2008,0.4558701
cze,c10t14,1995,0.456091
isr,c15t16,1995,0.4564541
tha,c27,2005,0.4565397
nor,c65t67,1995,0.4571442
prt,c35,2000,0.4572794
idn,c24,1995,0.4573393
zaf,c25,2008,0.4585282
deu,c17t19,1995,0.4585466
isr,c65t67,2008,0.4585821
ltu,c25,1995,0.4592127
phl,c31,2000,0.4598239
brn,c50t52,2000,0.4598309
sau,c40t41,2005,0.4598365
chn,c01t05,2008,0.4599178
lva,c80,2008,0.4599451
can,c64,2005,0.4600196
pol,c10t14,2005,0.4600596
lux,c17t19,1995,0.4607432
zaf,c90t93,2000,0.4607629
lva,c80,2005,0.4610887
gbr,c17t19,2005,0.4611166
rus,c15t16,2000,0.4617519
rus,c34,1995,0.4619069
mlt,c70,2005,0.4619617
grc,c24,2008,0.4623188
usa,c10t14,1995,0.4623907
dnk,c90t93,2005,0.4624124
ita,c85,1995,0.462873
fra,c72,2005,0.4632269
phl,c34,2005,0.4632366
grc,c24,2005,0.4634176
ita,c40t41,2008,0.4635422
can,c65t67,1995,0.4636517
est,c50t52,1995,0.4636729
bel,c85,2005,0.4641142
deu,c23,1995,0.4641975
chn,c24,1995,0.4644002
twn,c60t63,2008,0.46468
mlt,c35,2005,0.4648044
hkg,c303233,2008,0.4648282
bel,c01t05,2005,0.4648752
prt,c72,2000,0.4649128
mys,c65t67,1995,0.464939
prt,c85,2005,0.46509
mex,c64,2000,0.4652061
ita,c90t93,2005,0.4653489
arg,c65t67,2000,0.465781
svk,c80,2000,0.4658248
rou,c15t16,2000,0.4665478
mlt,c28,2000,0.4666516
swe,c70,2005,0.4680063
jpn,c21t22,1995,0.4681784
hun,c80,2005,0.468344
rou,c65t67,1995,0.4684645
mex,c23,2005,0.46847
svn,c85,2008,0.4688953
row,c24,2005,0.4694081
arg,c26,2000,0.4694265
bel,c90t93,2005,0.4695873
prt,c85,2000,0.4698344
prt,c303233,2008,0.4699715
bgr,c24,2005,0.4707121
isr,c31,2008,0.4708996
bra,c60t63,2008,0.471192
can,c85,2005,0.4714618
mex,c24,2000,0.4714685
cyp,c26,2005,0.471528
mys,c17t19,2000,0.4715361
irl,c71,2000,0.4718723
sau,c40t41,2000,0.4721844
nld,c36t37,1995,0.4726756
mys,c17t19,2008,0.4727852
ltu,c27,1995,0.4735188
mex,c24,2008,0.4740508
twn,c55,2008,0.4740907
aus,c75,2005,0.4742325
can,c26,2008,0.4743259
irl,c29,1995,0.4743987
nld,c36t37,2000,0.4745871
ind,c303233,2008,0.4750051
aut,c17t19,2008,0.4753574
khm,c60t63,1995,0.475443
cze,c50t52,1995,0.4756907
jpn,c72,1995,0.4759608
esp,c303233,2008,0.4762158
tha,c21t22,2005,0.4769292
dnk,c21t22,2000,0.4770877
deu,c303233,2008,0.4771738
deu,c303233,2000,0.477184
can,c29,2008,0.4776381
ita,c90t93,1995,0.4787392
cyp,c26,1995,0.4801059
vnm,c80,2005,0.4810617
arg,c21t22,2000,0.4812804
nld,c80,1995,0.4814736
bel,c29,2005,0.4815426
rou,c15t16,1995,0.4816776
est,c80,2000,0.4824213
tha,c20,1995,0.482662
ita,c72,2005,0.4830656
nor,c85,2000,0.483609
prt,c73t74,2000,0.4848219
nor,c21t22,2008,0.4864665
brn,c65t67,2005,0.4865507
swe,c65t67,2008,0.487168
lux,c21t22,1995,0.487347
kor,c55,1995,0.4876058
jpn,c28,2000,0.4877511
can,c26,1995,0.4879762
gbr,c36t37,2005,0.4886809
jpn,c36t37,1995,0.4890999
lva,c75,1995,0.489145
est,c25,1995,0.4892103
twn,c01t05,1995,0.4896279
prt,c23,2000,0.4898456
aus,c75,2008,0.4903646
hun,c21t22,1995,0.4905441
phl,c36t37,2000,0.4908801
nld,c29,1995,0.491171
isr,c73t74,2008,0.4913233
usa,c27,1995,0.4914082
brn,c15t16,1995,0.4915644
prt,c29,2008,0.4919929
isl,c28,2008,0.4923454
swe,c80,1995,0.4927342
prt,c65t67,2008,0.4931111
usa,c80,2005,0.4940741
rou,c72,2000,0.4941142
nzl,c24,2008,0.4941468
mys,c28,2008,0.4941715
aus,c17t19,2000,0.4942638
gbr,c10t14,2008,0.4947391
svk,c50t52,2008,0.4948817
bra,c36t37,1995,0.4951197
usa,c27,2008,0.4952003
mlt,c35,2000,0.4956986
svk,c75,2005,0.4958505
swe,c35,2008,0.4959114
sgp,c35,1995,0.4960284
tha,c24,1995,0.4962064
hun,c70,1995,0.4969689
sgp,c64,2000,0.4976871
mlt,c75,2000,0.4977259
lux,c15t16,1995,0.4978668
jpn,c25,2005,0.4986132
row,c24,1995,0.498725
brn,c60t63,2005,0.4991649
deu,c75,2008,0.4996006
rou,c25,2000,0.5001315
hun,c21t22,2008,0.5003279
hun,c20,2005,0.5003865
fin,c35,2005,0.500756
isl,c90t93,2005,0.5008288
fin,c40t41,2005,0.5008883
jpn,c85,2008,0.5011122
nld,c303233,1995,0.5012371
svn,c50t52,2008,0.5013521
aus,c17t19,1995,0.5014973
sau,c24,2008,0.5016358
zaf,c65t67,2005,0.501774
mys,c17t19,2005,0.5025091
phl,c34,2000,0.5027046
nld,c35,2008,0.5031475
mys,c28,2000,0.5037464
lva,c35,2008,0.5037701
aus,c23,2000,0.5039198
che,c60t63,2000,0.5046291
sgp,c24,1995,0.5047035
jpn,c28,2005,0.5047565
arg,c28,2008,0.5052671
ita,c20,2000,0.5054063
row,c28,2000,0.5056762
idn,c64,2008,0.5058366
bgr,c25,1995,0.5060743
tha,c01t05,2000,0.5062386
gbr,c27,2005,0.5063365
mys,c73t74,2000,0.5063601
cyp,c26,2000,0.5075999
esp,c29,2005,0.507945
swe,c85,2008,0.5082924
tha,c27,2000,0.5087133
bel,c31,1995,0.508903
mlt,c36t37,2008,0.5089635
bgr,c25,2005,0.5096289
est,c27,1995,0.5096573
idn,c60t63,2005,0.5100509
prt,c01t05,2000,0.5101006
deu,c303233,1995,0.5105977
dnk,c23,2008,0.5106917
row,c31,1995,0.5109322
nor,c21t22,2005,0.511237
twn,c26,2000,0.5114211
pol,c21t22,1995,0.5114222
mlt,c01t05,2000,0.511799
dnk,c21t22,2005,0.5118152
bel,c29,1995,0.5119311
vnm,c36t37,2000,0.5123412
esp,c36t37,2005,0.5130047
usa,c23,2000,0.5136167
sgp,c21t22,2008,0.5153349
bel,c70,2000,0.5160569
bra,c25,2000,0.5161891
aut,c303233,1995,0.5162858
aut,c17t19,2005,0.516286
zaf,c70,2000,0.5165912
hkg,c64,2000,0.5166047
hun,c29,2000,0.516674
deu,c55,2008,0.5175529
phl,c20,2008,0.517886
prt,c27,2008,0.5181517
twn,c73t74,2000,0.5187177
isr,c71,2008,0.5193089
isr,c71,2005,0.5207096
sau,c24,2000,0.520817
svk,c60t63,2005,0.5208414
twn,c64,1995,0.5211912
svk,c24,2008,0.5212395
hkg,c24,2000,0.5212738
aus,c90t93,2005,0.521628
tur,c36t37,1995,0.5218977
usa,c85,1995,0.5219676
deu,c36t37,2005,0.5224082
chn,c90t93,2008,0.5227376
bgr,c21t22,2005,0.5233266
mlt,c45,2005,0.5238238
fra,c72,2000,0.524238
row,c303233,2005,0.5244414
dnk,c17t19,1995,0.5246288
chn,c15t16,2005,0.5246339
prt,c25,1995,0.5251168
chn,c23,2000,0.5258462
bel,c65t67,2000,0.5265093
isr,c90t93,2000,0.5265316
ltu,c21t22,2000,0.5266072
isr,c73t74,2005,0.5269554
bel,c29,2000,0.52726
ltu,c21t22,2005,0.5272745
esp,c29,2008,0.5273665
nld,c27,1995,0.5275771
row,c27,2000,0.5279546
deu,c23,2008,0.5280503
chn,c85,2005,0.5280684
aus,c20,1995,0.5282508
tha,c24,2005,0.5285643
tha,c24,2008,0.5288044
ind,c60t63,2005,0.529007
nzl,c27,2008,0.5295001
bgr,c36t37,2000,0.5295126
pol,c50t52,2008,0.5299113
fra,c303233,2005,0.5300595
tha,c24,2000,0.5302475
idn,c35,1995,0.5305712
nor,c71,1995,0.5308478
pol,c60t63,2005,0.5309867
svk,c64,2008,0.5318826
svk,c35,2000,0.531969
ind,c34,2008,0.5322427
che,c35,2008,0.5323983
vnm,c60t63,1995,0.5325192
deu,c20,2000,0.5329641
che,c26,1995,0.5336264
chn,c50t52,2005,0.5338259
usa,c23,1995,0.5345166
nld,c80,2000,0.5348387
bel,c29,2008,0.5348481
isl,c31,2000,0.5353785
khm,c80,1995,0.5354269
esp,c40t41,2008,0.5359176
phl,c31,2008,0.5365567
can,c60t63,2008,0.5367049
aut,c90t93,2005,0.5368379
twn,c60t63,2005,0.5370772
est,c50t52,2008,0.5373112
lva,c80,2000,0.5378519
phl,c25,2000,0.5378714
dnk,c17t19,2000,0.537917
isl,c26,2005,0.5380009
ltu,c29,1995,0.5387183
nld,c27,2005,0.5387473
esp,c70,2000,0.5392559
fra,c23,1995,0.5395044
prt,c29,2000,0.5396361
ind,c10t14,2005,0.539755
hun,c29,1995,0.5398134
row,c303233,1995,0.5399485
chn,c01t05,2005,0.5400319
prt,c24,2005,0.5402791
est,c24,2008,0.5412213
vnm,c90t93,2005,0.5419719
bra,c50t52,2005,0.5421442
kor,c50t52,2000,0.5423223
bra,c31,1995,0.5423315
jpn,c50t52,1995,0.5429094
ltu,c27,2000,0.543115
bgr,c29,1995,0.5431193
nld,c36t37,2008,0.5437252
can,c29,2005,0.5437267
svn,c85,2005,0.5442342
tha,c21t22,2008,0.5443586
ltu,c75,1995,0.5446216
mex,c23,1995,0.544759
cze,c55,2005,0.5447914
svn,c64,1995,0.544845
ita,c90t93,2000,0.5448536
esp,c29,1995,0.5450113
twn,c23,1995,0.545073
isl,c31,1995,0.5455506
twn,c55,2005,0.5456532
tur,c40t41,2005,0.5460252
phl,c31,2005,0.5461404
sau,c24,1995,0.5462054
bel,c01t05,2008,0.5462351
row,c31,2008,0.5463749
fin,c24,1995,0.5465629
bra,c24,2008,0.546747
idn,c303233,2005,0.5472142
svn,c80,2008,0.5481291
bel,c21t22,2008,0.5482949
nld,c35,2005,0.5483921
kor,c50t52,2008,0.5488681
row,c24,2000,0.5490453
bra,c29,2008,0.5491909
chl,c23,2008,0.5497642
khm,c31,2000,0.5499065
nor,c50t52,2005,0.5504215
chn,c15t16,2008,0.550705
kor,c73t74,2008,0.5508158
bra,c29,1995,0.5512766
arg,c10t14,2008,0.5517231
nor,c45,2000,0.5525983
vnm,c31,2005,0.5526386
prt,c27,2000,0.5527749
idn,c90t93,1995,0.5532649
row,c50t52,2000,0.5535837
arg,c65t67,1995,0.5536778
svn,c01t05,2005,0.5537317
nld,c27,2000,0.5539274
hkg,c40t41,2000,0.5541131
chn,c85,2008,0.5541448
kor,c50t52,1995,0.5554542
rus,c26,2000,0.55553
idn,c26,1995,0.5558063
nld,c31,2008,0.555923
khm,c65t67,1995,0.5559337
mys,c75,1995,0.5559657
zaf,c60t63,2000,0.5560604
isr,c26,2005,0.5561499
esp,c71,2005,0.5570245
idn,c29,2008,0.5576034
isr,c65t67,2005,0.5577727
isl,c25,2008,0.5579544
tur,c64,2005,0.5582575
prt,c36t37,2008,0.5586336
nzl,c31,1995,0.55879
ita,c65t67,1995,0.5588546
chn,c35,2000,0.559144
isr,c01t05,2000,0.5592876
mex,c15t16,1995,0.5593609
bra,c28,2000,0.5598462
lva,c31,2008,0.559925
arg,c50t52,2005,0.5602027
dnk,c20,2008,0.5607232
phl,c28,2005,0.560969
jpn,c23,2008,0.5611675
svn,c15t16,2000,0.5613836
irl,c27,1995,0.5618174
prt,c29,2005,0.5618678
arg,c26,2008,0.5618872
idn,c28,2000,0.5622091
lva,c25,2000,0.5625024
bgr,c65t67,1995,0.5625561
twn,c36t37,2008,0.5640492
bgr,c10t14,2000,0.5646043
cze,c35,1995,0.5647421
dnk,c27,2008,0.5650709
khm,c36t37,2008,0.5651381
irl,c25,1995,0.5652051
ltu,c75,2008,0.5652459
isr,c26,1995,0.5661673
row,c36t37,2008,0.5662314
jpn,c25,2008,0.566521
bel,c85,2008,0.5673137
arg,c90t93,2000,0.5683772
deu,c303233,2005,0.5685043
can,c60t63,1995,0.5685081
vnm,c65t67,2000,0.5687394
deu,c64,2000,0.5700195
nor,c29,2008,0.5701302
irl,c85,2005,0.5706391
tha,c01t05,1995,0.5708392
ind,c25,2008,0.57097
est,c35,2005,0.5713562
grc,c17t19,2008,0.571532
chl,c73t74,2000,0.5718597
nld,c35,2000,0.5719557
nzl,c27,1995,0.5736703
ind,c25,2005,0.575101
ita,c23,2000,0.575833
fra,c65t67,2005,0.5759992
sgp,c28,2000,0.5761708
khm,c90t93,1995,0.576523
lux,c50t52,2000,0.576561
bgr,c21t22,2008,0.5774086
kor,c36t37,2000,0.5774783
ita,c01t05,1995,0.5776421
mex,c15t16,2000,0.577973
kor,c50t52,2005,0.5780203
svk,c73t74,2000,0.5780262
bra,c10t14,2000,0.5780397
bel,c20,1995,0.5782713
svn,c15t16,2008,0.578615
sgp,c70,2000,0.578651
isr,c73t74,1995,0.5789854
can,c24,1995,0.579836
lux,c01t05,1995,0.57998
svk,c34,1995,0.5799804
swe,c35,2005,0.5801849
vnm,c36t37,2005,0.5802587
ltu,c64,2008,0.5812604
nld,c55,2005,0.5816427
isr,c17t19,1995,0.5825027
kor,c70,2000,0.5825938
rus,c29,2008,0.5826643
ind,c20,2008,0.5831934
lux,c72,1995,0.5835941
pol,c25,1995,0.5837008
lux,c50t52,1995,0.5837967
twn,c75,1995,0.5841417
bra,c17t19,2008,0.5843163
mys,c24,2008,0.585103
nor,c35,2008,0.5853873
nld,c10t14,2000,0.5856097
rou,c29,2000,0.5857732
tur,c36t37,2000,0.5860816
bel,c31,2005,0.5864854
bel,c31,2000,0.5868604
isr,c85,2000,0.5872865
cze,c15t16,2008,0.5875325
bgr,c29,2005,0.5877336
zaf,c28,2000,0.5880898
gbr,c17t19,1995,0.588607
zaf,c90t93,2008,0.588652
brn,c45,2005,0.588801
gbr,c26,2008,0.5891669
nor,c64,2005,0.5892511
mlt,c15t16,1995,0.5903918
dnk,c303233,2000,0.5913776
can,c73t74,2000,0.591396
idn,c29,2000,0.5919461
isr,c90t93,2005,0.5920259
prt,c24,2008,0.5920283
sau,c24,2005,0.5924309
ind,c65t67,2000,0.592446
fin,c24,2000,0.5924816
aus,c90t93,1995,0.5927998
hkg,c35,1995,0.5928668
svn,c15t16,1995,0.5929742
sgp,c64,2005,0.5931635
bra,c73t74,2008,0.5935588
mlt,c15t16,2008,0.5938266
hkg,c23,2008,0.5943252
nld,c10t14,2005,0.5946154
idn,c28,2005,0.5946946
swe,c90t93,2008,0.5951506
est,c73t74,2000,0.595269
rou,c34,2005,0.5956617
bel,c65t67,1995,0.5957894
prt,c40t41,2000,0.5958807
fin,c50t52,2005,0.5959672
khm,c36t37,1995,0.5960618
esp,c31,1995,0.5960939
hkg,c24,2005,0.5967712
nor,c28,2008,0.5971596
bra,c31,2005,0.5974399
hun,c24,2000,0.5976095
hun,c27,2005,0.5996947
bgr,c28,2000,0.5999397
idn,c303233,2000,0.5999683
isl,c60t63,2008,0.6003855
mex,c23,2008,0.6004181
pol,c90t93,1995,0.600731
tur,c50t52,1995,0.6007491
ita,c21t22,1995,0.600792
nzl,c27,2005,0.6008447
lux,c21t22,2005,0.6010551
hun,c17t19,2005,0.6012214
tha,c20,2000,0.6012531
can,c15t16,1995,0.6012905
irl,c50t52,2005,0.601757
est,c25,2000,0.6018343
pol,c24,2000,0.6019135
usa,c26,2005,0.6020859
